Company,Month,Day,YR,Grade,QTY,OD_or_H,ID_or_W,Len,Cond,Shape,Pounds Shipped,Sales,Salesperson,Customer Part #,Item,SO #,cut,M
Company-228,4,8,2020,65-45-12,90,3,,1.75,A/C,RND,308,285,Salesperson8,8301700,D0054902,3850,SAW CUT,
Company-228,4,22,2020,65-45-12,90,3,,1.75,A/C,RND,311,285,Salesperson8,8301700,D0054902,4961,SAW CUT,
Company-228,4,29,2020,65-45-12,90,3,,1.75,A/C,RND,308,285,Salesperson8,8301700,D0054902,5540,SAW CUT,
Company-228,6,10,2020,65-45-12,90,3,,1.75,A/C,RND,308,285,Salesperson8,8301700,D0054902,8684,SAW CUT,
Company-228,7,15,2020,65-45-12,90,3,,1.75,A/C,RND,309,285,Salesperson8,8301700,D0054902,11269,SAW CUT,
Company-228,7,15,2020,65-45-12,90,3,,1.75,A/C,RND,310,285,Salesperson8,8301700,D0054902,11270,SAW CUT,
Company-228,7,29,2020,65-45-12,90,3,,1.75,A/C,RND,317,285,Salesperson8,8301700,D0054902,12354,SAW CUT,
Company-873,4,8,2020,65-45-12,1,3,,2.25,A/C,RND,4,18,Salesperson5,386140,386140,3920,SAW CUT,
Company-81,3,13,2020,65-45-12,45,3,,2.4,A/C,RND,218,174,Salesperson7,381481,381481,1171,SAW CUT,
Company-228,3,11,2020,65-45-12,24,3,,2.625,A/C,RND,123,114,Salesperson8,8302600,D0049562,897,SAW CUT,
Company-228,4,8,2020,65-45-12,27,3,,2.625,A/C,RND,139,129,Salesperson8,8302600,D0049562,3849,SAW CUT,
Company-228,4,15,2020,65-45-12,24,3,,2.625,A/C,RND,124,114,Salesperson8,8302600,D0049562,4366,SAW CUT,
Company-228,4,22,2020,65-45-12,24,3,,2.625,A/C,RND,124,114,Salesperson8,8302600,D0049562,4960,SAW CUT,
Company-228,5,27,2020,65-45-12,50,3,,2.625,A/C,RND,255,238,Salesperson8,8302600,D0049562,7585,SAW CUT,
Company-228,6,24,2020,65-45-12,48,3,,2.625,A/C,RND,247,228,Salesperson8,8302600,D0049562,9766,SAW CUT,
Company-228,8,5,2020,65-45-12,24,3,,2.625,A/C,RND,124,114,Salesperson8,8302600,D0049562,12900,SAW CUT,
Company-1298,5,29,2020,65-45-12,1,3,,3,A/C,RND,6,10,Salesperson6,390563,390563,7861,SAW CUT,
Company-858,7,16,2020,65-45-12,20,3,,3.375,A/C,RND,133,147,Salesperson8,2462667,D0343165,11401,SAW CUT,
Company-1296,3,28,2020,65-45-12,1,3,,6,A/C,RND,12,24,Salesperson6,384779,384779,2890,SAW CUT,
Company-198,4,16,2020,65-45-12,2,3,,7,A/C,RND,28,29,Salesperson9,386700,386700,4494,SAW CUT,
Company-556,6,3,2020,65-45-12,1,3,,12,A/C,RND,26,25,Salesperson6,390601,390601,8114,SAW CUT,
Company-1220,7,6,2020,65-45-12,4,3,,12.125,A/C,RND,91,123,Salesperson13,63380828,D0102839,10525,SAW CUT,
Company-1691,3,20,2020,65-45-12,24,3,,19.5,A/C,RND,927,1450,Salesperson8,D0117962,D0117962,2158,SAW CUT,
Company-1691,6,11,2020,65-45-12,19,3,,19.5,A/C,RND,726,1166,Salesperson8,D0117962,D0117962,8852,SAW CUT,
Company-992,5,14,2020,65-45-12,1,3,,24,A/C,RND,47,60,Salesperson13,389341,389341,6805,SAW CUT,
Company-352,7,23,2020,65-45-12,1,3,,24,A/C,RND,48,44,Salesperson7,395392,395392,11911,SAW CUT,
Company-1849,6,29,2020,65-45-12,50,3,,28,A/C,RND,2744,1721,Salesperson7,392991,392991,10150,SAW CUT,
Company-1443,6,23,2020,65-45-12,1,3,,36,A/C,RND,72,62,Salesperson6,D0006625,D0006625,9689,SAW CUT,
Company-1745,4,9,2020,65-45-12,1,3,,40,A/C,RND,78,76,Salesperson13,386215,386215,4104,SAW CUT,
Company-657,3,3,2020,65-45-12,1,3,,48,A/C,RND,98,102,Salesperson13,381068,381068,113,SAW CUT,
Company-1691,7,1,2020,65-45-12,1,3,,56.75,A/C,RND,112,203,Salesperson8,393707,393707,10331,SAW CUT,
Company-544,3,20,2020,65-45-12,2,3,,60,A/C,RND,232,319,Salesperson9,383868,383868,2066,SAW CUT,
Company-61,3,3,2020,65-45-12,26,3,,72,A/C,RND,3752,255778,Salesperson11,4512300,D0004191,76,,M
Company-858,3,5,2020,65-45-12,1,3,,72,A/C,RND,144,107,Salesperson8,2451178,D0004191,330,,M
Company-1431,3,5,2020,65-45-12,12,3,,72,A/C,RND,1734,987,Salesperson4,13080000807,D0004191,365,,M
Company-724,3,6,2020,65-45-12,2,3,,72,A/C,RND,288,1368,Salesperson8,D0004191,D0004191,493,,M
Company-56,3,10,2020,65-45-12,5,3,,72,A/C,RND,725,438,Salesperson2,271AG0007,D0004191,704,,M
Company-387,3,10,2020,65-45-12,1,3,,72,A/C,RND,146,138,Salesperson6,D0004191,D0004191,755,,M
Company-401,3,10,2020,65-45-12,14,3,,72,A/C,RND,2018,1320,Salesperson7,RND4000,D0004191,756,,M
Company-938,3,10,2020,65-45-12,2,3,,72,A/C,RND,290,148,Salesperson7,743010A,D0004191,795,,M
Company-481,3,11,2020,65-45-12,1,3,,72,A/C,RND,144,151,Salesperson6,D0004191,D0004191,912,,M
Company-49,3,13,2020,65-45-12,2,3,,72,A/C,RND,288,171,Salesperson2,2900037,D0004191,1158,,M
Company-240,3,13,2020,65-45-12,12,3,,72,A/C,RND,1740,1171,Salesperson13,D0004191,D0004191,1187,,M
Company-56,3,18,2020,65-45-12,8,3,,72,A/C,RND,1160,701,Salesperson2,271AG0007,D0004191,1733,,M
Company-240,3,19,2020,65-45-12,12,3,,72,A/C,RND,1724,1086,Salesperson13,D0004191,D0004191,1907,,M
Company-1842,3,19,2020,65-45-12,2,3,,72,A/C,RND,290,215,Salesperson8,D0004191,D0004191,2028,,M
Company-678,3,21,2020,65-45-12,1,3,,72,A/C,RND,145,99,Salesperson13,D0004191,D0004191,1937,,M
Company-61,3,23,2020,65-45-12,26,3,,72,A/C,RND,3770,1764,Salesperson12,4512300,D0004191,1579,,M
Company-401,4,1,2020,65-45-12,16,3,,72,A/C,RND,2312,1079,Salesperson7,RND4000,D0004191,3203,,M
Company-938,4,3,2020,65-45-12,2,3,,72,A/C,RND,871,148,Salesperson7,743010A,D0004191,3459,,M
Company-938,4,3,2020,65-45-12,2,3,,72,A/C,RND,871,165,Salesperson7,743010A,D0004191,3464,,M
Company-938,4,3,2020,65-45-12,2,3,,72,A/C,RND,871,165,Salesperson7,743010A,D0004191,3465,,M
Company-1296,4,3,2020,65-45-12,1,3,,72,A/C,RND,146,71,Salesperson6,1277048001,D0004191,3483,,M
Company-56,4,6,2020,65-45-12,2,3,,72,A/C,RND,290,176,Salesperson2,271AG0007,D0004191,3562,,M
Company-1228,4,6,2020,65-45-12,2,3,,72,A/C,RND,282,186,Salesperson13,D0004191,D0004191,3627,,M
Company-858,4,8,2020,65-45-12,1,3,,72,A/C,RND,146,107,Salesperson8,2451178,D0004191,3918,,M
Company-52,4,14,2020,65-45-12,52,3,,72,A/C,RND,7518,3528,Salesperson12,D0004191,D0004191,4248,,M
Company-846,4,16,2020,65-45-12,2,3,,72,A/C,RND,290,261,Salesperson8,"45-12  3.000""",D0004191,4536,,M
Company-49,4,17,2020,65-45-12,5,3,,72,A/C,RND,725,432,Salesperson2,2900037,D0004191,4595,,M
Company-125,4,17,2020,65-45-12,4,3,,72,A/C,RND,580,353,Salesperson7,D0004191,D0004191,4603,,M
Company-56,4,21,2020,65-45-12,10,3,,72,A/C,RND,1450,882,Salesperson2,271AG0007,D0004191,4825,,M
Company-240,4,21,2020,65-45-12,9,3,,72,A/C,RND,1312,790,Salesperson13,D0004191,D0004191,4833,,M
Company-862,4,23,2020,65-45-12,5,3,,72,A/C,RND,720,441,Salesperson7,D0004191,D0004191,5123,,M
Company-351,4,24,2020,65-45-12,1,3,,72,A/C,RND,144,127,Salesperson8,D0004191,D0004191,5190,,M
Company-724,4,24,2020,65-45-12,7,3,,72,A/C,RND,1018,740,Salesperson8,D0004191,D0004191,5225,,M
Company-938,4,27,2020,65-45-12,1,3,,72,A/C,RND,144,74,Salesperson7,743010A,D0004191,5340,,M
Company-938,4,27,2020,65-45-12,21,3,,72,A/C,RND,3036,1731,Salesperson7,743010A,D0004191,5344,,M
Company-240,4,29,2020,65-45-12,10,3,,72,A/C,RND,1430,878,Salesperson13,D0004191,D0004191,5560,,M
Company-1423,4,30,2020,65-45-12,2,3,,72,A/C,RND,282,178,Salesperson13,D0004191,D0004191,5701,,M
Company-1817,4,30,2020,65-45-12,1,3,,72,A/C,RND,144,88,Salesperson7,D0004191,D0004191,5712,,M
Company-45,5,4,2020,65-45-12,78,3,,72,A/C,RND,11264,5040,Salesperson12,D0004191,D0004191,5834,,M
Company-56,5,6,2020,65-45-12,6,3,,72,A/C,RND,870,520,Salesperson2,271AG0007,D0004191,6059,,M
Company-858,5,7,2020,65-45-12,1,3,,72,A/C,RND,144,107,Salesperson8,2451178,D0004191,6248,,M
Company-509,5,8,2020,65-45-12,3,3,,72,A/C,RND,434,487,Salesperson8,D0004191,D0004191,6317,,M
Company-862,5,13,2020,65-45-12,4,3,,72,A/C,RND,574,328,Salesperson7,D0004191,D0004191,6682,,M
Company-52,5,14,2020,65-45-12,26,3,,72,A/C,RND,3738,1764,Salesperson12,D0004191,D0004191,6767,,M
Company-401,5,14,2020,65-45-12,12,3,,72,A/C,RND,1740,0,Salesperson7,RND4000,D0004191,6792,,M
Company-992,5,14,2020,65-45-12,1,3,,72,A/C,RND,141,120,Salesperson13,D0004191,D0004191,6805,,M
Company-1423,5,18,2020,65-45-12,2,3,,72,A/C,RND,290,183,Salesperson13,D0004191,D0004191,7045,,M
Company-56,5,19,2020,65-45-12,5,3,,72,A/C,RND,720,434,Salesperson2,271AG0007,D0004191,7065,,M
Company-447,5,20,2020,65-45-12,2,3,,72,A/C,RND,292,183,Salesperson8,D0004191,D0004191,7210,,M
Company-606,5,22,2020,65-45-12,1,3,,72,A/C,RND,145,120,Salesperson13,D0004191,D0004191,7390,,M
Company-61,5,26,2020,65-45-12,26,3,,72,A/C,RND,3759,1764,Salesperson12,4512300,D0004191,1579,,M
Company-240,5,27,2020,65-45-12,3,3,,72,A/C,RND,435,263,Salesperson13,D0004191,D0004191,7618,,M
Company-437,5,27,2020,65-45-12,1,3,,72,A/C,RND,144,143,Salesperson8,D0004191,D0004191,7388,,M
Company-49,5,28,2020,65-45-12,6,3,,72,A/C,RND,864,510,Salesperson5,2900037,D0004191,7701,,M
Company-240,5,29,2020,65-45-12,10,3,,72,A/C,RND,1450,878,Salesperson13,D0004191,D0004191,7807,,M
Company-56,6,2,2020,65-45-12,8,3,,72,A/C,RND,2292,706,Salesperson2,271AG0007,D0004191,7971,,M
Company-240,6,2,2020,65-45-12,3,3,,72,A/C,RND,435,263,Salesperson13,D0004191,D0004191,7979,,M
Company-1425,6,8,2020,65-45-12,4,3,,72,A/C,RND,578,413,Salesperson13,D0004191,D0004191,8496,,M
Company-240,6,9,2020,65-45-12,10,3,,72,A/C,RND,1436,878,Salesperson13,D0004191,D0004191,8553,,M
Company-401,6,9,2020,65-45-12,10,3,,72,A/C,RND,1422,773,Salesperson7,RND4000,D0004191,8566,,M
Company-240,6,10,2020,65-45-12,2,3,,72,A/C,RND,288,176,Salesperson13,D0004191,D0004191,8710,,M
Company-240,6,15,2020,65-45-12,3,3,,72,A/C,RND,430,263,Salesperson13,D0004191,D0004191,9017,,M
Company-56,6,16,2020,65-45-12,8,3,,72,A/C,RND,1136,706,Salesperson2,271AG0007,D0004191,9067,,M
Company-895,6,17,2020,65-45-12,1,3,,72,A/C,RND,144,219,Salesperson13,D0004191,D0004191,9224,,M
Company-895,6,25,2020,65-45-12,1,3,,72,A/C,RND,144,238,Salesperson13,D0004191,D0004191,9892,,M
Company-1423,6,25,2020,65-45-12,2,3,,72,A/C,RND,290,218,Salesperson13,D0004191,D0004191,9942,,M
Company-1817,6,25,2020,65-45-12,1,3,,72,A/C,RND,144,97,Salesperson7,D0004191,D0004191,9955,,M
Company-1738,6,26,2020,65-45-12,1,3,,72,A/C,RND,144,91,Salesperson4,D0004191,D0004191,10051,,M
Company-240,6,29,2020,65-45-12,2,3,,72,A/C,RND,286,176,Salesperson13,D0004191,D0004191,10088,,M
Company-240,7,2,2020,65-45-12,12,3,,72,A/C,RND,1730,1053,Salesperson13,D0004191,D0004191,10357,,M
Company-858,7,2,2020,65-45-12,1,3,,72,A/C,RND,144,108,Salesperson8,2451178,D0004191,10379,,M
Company-606,7,7,2020,65-45-12,1,3,,72,A/C,RND,144,120,Salesperson13,D0004191,D0004191,10600,,M
Company-1367,7,7,2020,65-45-12,1,3,,72,A/C,RND,142,143,Salesperson8,D0004191,D0004191,10623,,M
Company-240,7,13,2020,65-45-12,4,3,,72,A/C,RND,580,351,Salesperson13,D0004191,D0004191,10976,,M
Company-556,7,13,2020,65-45-12,1,3,,72,A/C,RND,146,82,Salesperson6,D0004191,D0004191,11010,,M
Company-56,7,14,2020,65-45-12,6,3,,72,A/C,RND,2610,418,Salesperson2,271AG0007,D0004191,11076,,M
Company-56,7,14,2020,65-45-12,3,3,,72,A/C,RND,1305,209,Salesperson2,271AG0007,D0004191,11077,,M
Company-125,7,14,2020,65-45-12,4,3,,72,A/C,RND,580,467,Salesperson7,D0004191,D0004191,11083,,M
Company-1296,7,14,2020,65-45-12,2,3,,72,A/C,RND,298,141,Salesperson7,1277048001,D0004191,11152,,M
Company-724,7,17,2020,65-45-12,3,3,,72,A/C,RND,432,319,Salesperson8,D0004191,D0004191,11509,,M
Company-1224,7,17,2020,65-45-12,1,3,,72,A/C,RND,142,138,Salesperson8,D0004191,D0004191,11540,,M
Company-240,7,20,2020,65-45-12,3,3,,72,A/C,RND,432,263,Salesperson13,D0004191,D0004191,11591,,M
Company-1661,7,20,2020,65-45-12,1,3,,72,A/C,RND,160,88,Salesperson10,D0004191,D0004191,11671,,M
Company-401,7,21,2020,65-45-12,18,3,,72,A/C,RND,2594,1706,Salesperson7,RND4000,D0004191,11705,,M
Company-240,7,23,2020,65-45-12,7,3,,72,A/C,RND,1012,614,Salesperson13,D0004191,D0004191,11906,,M
Company-56,7,28,2020,65-45-12,3,3,,72,A/C,RND,430,266,Salesperson2,271AG0007,D0004191,12207,,M
Company-240,8,3,2020,65-45-12,5,3,,72,A/C,RND,720,439,Salesperson13,D0004191,D0004191,12703,,M
Company-1183,8,5,2020,65-45-12,2,3,,72,A/C,RND,290,186,Salesperson7,D0004191,D0004191,12969,,M
Company-1423,8,6,2020,65-45-12,4,3,,72,A/C,RND,576,436,Salesperson13,D0004191,D0004191,13094,,M
Company-240,8,7,2020,65-45-12,10,3,,72,A/C,RND,1440,878,Salesperson13,D0004191,D0004191,13157,,M
Company-240,8,10,2020,65-45-12,2,3,,72,A/C,RND,288,176,Salesperson13,D0004191,D0004191,13291,,M
Company-1086,8,10,2020,65-45-12,16,3,,72,A/C,RND,2320,1695,Salesperson9,D0004191,D0004191,13339,,M
Company-56,8,11,2020,65-45-12,12,3,,72,A/C,RND,1726,1042,Salesperson2,271AG0007,D0004191,13394,,M
Company-895,6,18,2020,65-45-12,2,3,,72,A/C,RND,288,486,Salesperson13,392350,392350,9340,SAW CUT,
Company-26,3,2,2020,65-45-12,22,3,,144,A/C,RND,6294,841992,Salesperson3,541922,D0099258,26,,M
Company-61,3,4,2020,65-45-12,11,3,,144,A/C,RND,3144,420996,Salesperson11,4512300144,D0099258,76,,M
Company-21,3,10,2020,65-45-12,22,3,,144,A/C,RND,6272,2454,Salesperson11,541922,D0099258,703,,M
Company-21,3,13,2020,65-45-12,22,3,,144,A/C,RND,6319,2454,Salesperson3,541922,D0099258,1153,,M
Company-2,3,16,2020,65-45-12,11,3,,144,A/C,RND,3160,1472,Salesperson1,6010850,D0099258,1398,,M
Company-2,3,19,2020,65-45-12,22,3,,144,A/C,RND,6306,2944,Salesperson1,6010850,D0099258,1875,,M
Company-13,3,23,2020,65-45-12,22,3,,144,A/C,RND,6299,2944,Salesperson3,541922,D0099258,2174,,M
Company-68,3,27,2020,65-45-12,22,3,,144,A/C,RND,6257,3020,Salesperson2,IR3V3,D0099258,2770,,M
Company-26,4,1,2020,65-45-12,12,3,,144,A/C,RND,3442,1529,Salesperson11,541922,D0099258,3161,,M
Company-13,4,2,2020,65-45-12,22,3,,144,A/C,RND,6304,2944,Salesperson3,541922,D0099258,2333,,M
Company-2,4,8,2020,65-45-12,11,3,,144,A/C,RND,3149,1472,Salesperson1,6010850,D0099258,3785,,M
Company-26,4,9,2020,65-45-12,11,3,,144,A/C,RND,3164,1472,Salesperson17,541922,D0099258,3992,,M
Company-33,4,14,2020,65-45-12,44,3,,144,A/C,RND,12626,5888,Salesperson3,541922,D0099258,2899,,M
Company-21,4,15,2020,65-45-12,22,3,,144,A/C,RND,6302,2454,Salesperson11,541922,D0099258,4342,,M
Company-68,4,15,2020,65-45-12,110,3,,144,A/C,RND,31611,15101,Salesperson2,IR3V3,D0099258,4346,,M
Company-13,4,27,2020,65-45-12,11,3,,144,A/C,RND,3180,1472,Salesperson11,541922,D0099258,5296,,M
Company-13,5,4,2020,65-45-12,12,3,,144,A/C,RND,3470,1606,Salesperson11,541922,D0099258,5296,,M
Company-21,5,4,2020,65-45-12,11,3,,144,A/C,RND,3156,1227,Salesperson11,541922,D0099258,5833,,M
Company-26,5,6,2020,65-45-12,17,3,,144,A/C,RND,4892,2275,Salesperson17,541922,D0099258,6054,,M
Company-26,5,6,2020,65-45-12,33,3,,144,A/C,RND,9426,4416,Salesperson17,541922,D0099258,6055,,M
Company-33,5,6,2020,65-45-12,44,3,,144,A/C,RND,12610,5888,Salesperson11,541922,D0099258,4942,,M
Company-24,5,7,2020,65-45-12,22,3,,144,A/C,RND,6302,2856,Salesperson11,541922,D0099258,6188,,M
Company-13,5,12,2020,65-45-12,22,3,,144,A/C,RND,6258,2944,Salesperson11,541922,D0099258,6513,,M
Company-21,5,14,2020,65-45-12,11,3,,144,A/C,RND,3126,1227,Salesperson11,541922,D0099258,5833,,M
Company-61,5,14,2020,65-45-12,11,3,,144,A/C,RND,3132,1472,Salesperson12,4512300144,D0099258,6065,,M
Company-26,5,20,2020,65-45-12,22,3,,144,A/C,RND,6256,2804,Salesperson11,541922,D0099258,7183,,M
Company-13,5,27,2020,65-45-12,22,3,,144,A/C,RND,6248,2944,Salesperson11,541922,D0099258,7560,,M
Company-21,5,27,2020,65-45-12,11,3,,144,A/C,RND,3118,1227,Salesperson11,541922,D0099258,5833,,M
Company-33,6,3,2020,65-45-12,44,3,,144,A/C,RND,12558,5888,Salesperson11,541922,D0099258,8063,,M
Company-21,6,10,2020,65-45-12,11,3,,144,A/C,RND,3136,1227,Salesperson11,541922,D0099258,7564,,M
Company-21,6,29,2020,65-45-12,11,3,,144,A/C,RND,3140,1227,Salesperson11,541922,D0099258,7564,,M
Company-21,7,7,2020,65-45-12,11,3,,144,A/C,RND,3118,1227,Salesperson11,541922,D0099258,10561,,M
Company-33,7,7,2020,65-45-12,44,3,,144,A/C,RND,12596,5888,Salesperson11,541922,D0099258,10564,,M
Company-45,7,9,2020,65-45-12,11,3,,144,A/C,RND,3142,1472,Salesperson12,D0099258,D0099258,10726,,M
Company-13,7,13,2020,65-45-12,22,3,,144,A/C,RND,6248,2944,Salesperson11,541922,D0099258,10942,,M
Company-21,7,13,2020,65-45-12,11,3,,144,A/C,RND,3126,1227,Salesperson11,541922,D0099258,10561,,M
Company-2,7,14,2020,65-45-12,22,3,,144,A/C,RND,6320,2944,Salesperson1,6010850,D0099258,11068,,M
Company-61,7,14,2020,65-45-12,9,3,,144,A/C,RND,2598,1204,Salesperson12,4512300144,D0099258,6065,,M
Company-68,7,14,2020,65-45-12,55,3,,144,A/C,RND,15817,7550,Salesperson2,IR3V3,D0099258,11080,,M
Company-2,7,16,2020,65-45-12,11,3,,144,A/C,RND,3160,1472,Salesperson1,6010850,D0099258,11362,,M
Company-45,7,24,2020,65-45-12,22,3,,144,A/C,RND,6284,2944,Salesperson12,D0099258,D0099258,10726,,M
Company-21,7,27,2020,65-45-12,44,3,,144,A/C,RND,12638,4908,Salesperson11,541922,D0099258,10563,,M
Company-33,8,5,2020,65-45-12,33,3,,144,A/C,RND,10646,4416,Salesperson11,541922,D0099258,12878,,M
Company-1798,3,4,2020,65-45-12,250,3.125,,1.125,A/C,RND,573,820,Salesperson13,D0050312,D0050312,222,SAW CUT,
Company-329,7,20,2020,65-45-12,2,3.125,,1.25,A/C,RND,6,30,Salesperson7,395020,395020,11608,SAW CUT,
Company-1281,6,17,2020,65-45-12,12,3.125,,8,A/C,RND,206,155,Salesperson10,391525,391525,9237,SAW CUT,
Company-52,3,23,2020,65-45-12,22,3.125,,72,A/C,RND,3488,1714,Salesperson12,D0004204,D0004204,2190,,M
Company-1860,3,26,2020,65-45-12,21,3.125,,72,A/C,RND,3314,2127,Salesperson7,D0004204,D0004204,2752,,M
Company-1239,4,3,2020,65-45-12,3,3.125,,72,A/C,RND,474,339,Salesperson8,D0004204,D0004204,3477,,M
Company-1425,4,13,2020,65-45-12,25,3.125,,72,A/C,RND,3932,3374,Salesperson13,D0004204,D0004204,4205,,M
Company-33,4,15,2020,65-45-12,12,3.125,,72,A/C,RND,316,935,Salesperson11,541923-6',D0004204,3660,,M
Company-33,4,16,2020,65-45-12,10,3.125,,72,A/C,RND,1590,779,Salesperson11,541923-6',D0004204,3660,,M
Company-1239,5,11,2020,65-45-12,4,3.125,,72,A/C,RND,638,452,Salesperson8,D0004204,D0004204,6477,,M
Company-20,5,14,2020,65-45-12,13,3.125,,72,A/C,RND,2062,1013,Salesperson11,563349,D0004204,6758,,M
Company-52,5,14,2020,65-45-12,22,3.125,,72,A/C,RND,3422,1714,Salesperson12,D0004204,D0004204,6767,,M
Company-1860,6,3,2020,65-45-12,10,3.125,,72,A/C,RND,1567,1056,Salesperson7,D0004204,D0004204,8172,,M
Company-1860,6,17,2020,65-45-12,31,3.125,,72,A/C,RND,4849,3274,Salesperson7,D0004204,D0004204,9258,,M
Company-52,7,7,2020,65-45-12,22,3.125,,72,A/C,RND,3484,1714,Salesperson12,D0004204,D0004204,10567,,M
Company-228,3,5,2020,65-45-12,62,3.25,,1.375,A/C,RND,198,193,Salesperson8,8321300,D0094992,269,SAW CUT,
Company-228,3,11,2020,65-45-12,8,3.25,,1.375,A/C,RND,25,25,Salesperson8,8321300,D0094992,896,SAW CUT,
Company-228,3,18,2020,65-45-12,54,3.25,,1.375,A/C,RND,173,168,Salesperson8,8321300,D0094992,1774,SAW CUT,
Company-228,3,25,2020,65-45-12,50,3.25,,1.375,A/C,RND,158,156,Salesperson8,8321300,D0094992,2506,SAW CUT,
Company-1721,4,7,2020,65-45-12,100,3.25,,1.375,A/C,RND,322,349,Salesperson6,BL-MH-15-32-SLUG,D0094992,3762,SAW CUT,
Company-228,4,8,2020,65-45-12,68,3.25,,1.375,A/C,RND,217,212,Salesperson8,8321300,D0094992,3866,SAW CUT,
Company-228,4,22,2020,65-45-12,86,3.25,,1.375,A/C,RND,272,268,Salesperson8,8321300,D0094992,4955,SAW CUT,
Company-228,4,22,2020,65-45-12,84,3.25,,1.375,A/C,RND,265,262,Salesperson8,8321300,D0094992,4959,SAW CUT,
Company-228,5,13,2020,65-45-12,27,3.25,,1.375,A/C,RND,86,84,Salesperson8,8321300,D0094992,6646,SAW CUT,
Company-228,5,27,2020,65-45-12,87,3.25,,1.375,A/C,RND,273,271,Salesperson8,8321300,D0094992,7589,SAW CUT,
Company-228,6,10,2020,65-45-12,120,3.25,,1.375,A/C,RND,377,374,Salesperson8,8321300,D0094992,8683,SAW CUT,
Company-1721,6,17,2020,65-45-12,100,3.25,,1.375,A/C,RND,324,390,Salesperson6,BL-MH-15-32-SLUG,D0094992,9257,SAW CUT,
Company-228,6,24,2020,65-45-12,49,3.25,,1.375,A/C,RND,154,153,Salesperson8,8321300,D0094992,9752,SAW CUT,
Company-228,7,15,2020,65-45-12,34,3.25,,1.375,A/C,RND,107,106,Salesperson8,8321300,D0094992,11251,SAW CUT,
Company-228,7,15,2020,65-45-12,8,3.25,,1.375,A/C,RND,25,25,Salesperson8,8321300,D0094992,11252,SAW CUT,
Company-228,7,29,2020,65-45-12,94,3.25,,1.375,A/C,RND,298,293,Salesperson8,8321300,D0094992,12359,SAW CUT,
Company-1721,8,5,2020,65-45-12,25,3.25,,1.375,A/C,RND,88,87,Salesperson6,BL-MH-15-32-SLUG,D0094992,12994,SAW CUT,
Company-1721,3,13,2020,65-45-12,75,3.25,,1.875,A/C,RND,328,329,Salesperson6,BL-HH-15-32-SLUG,D0066006,1368,SAW CUT,
Company-1721,5,26,2020,65-45-12,75,3.25,,1.875,A/C,RND,333,329,Salesperson6,BL-HH-15-32-SLUG,D0066006,7529,SAW CUT,
Company-1721,7,8,2020,65-45-12,75,3.25,,1.875,A/C,RND,322,329,Salesperson6,BL-HH-15-32-SLUG,D0066006,10711,SAW CUT,
Company-228,3,18,2020,65-45-12,84,3.25,,2.125,A/C,RND,412,389,Salesperson8,8322100,D0176214,1760,SAW CUT,
Company-228,3,25,2020,65-45-12,84,3.25,,2.125,A/C,RND,411,389,Salesperson8,8322100,D0176214,2505,SAW CUT,
Company-228,5,6,2020,65-45-12,12,3.25,,2.125,A/C,RND,59,56,Salesperson8,8322100,D0176214,6084,SAW CUT,
Company-228,5,27,2020,65-45-12,12,3.25,,2.125,A/C,RND,64,56,Salesperson8,8322100,D0176214,7584,SAW CUT,
Company-228,6,10,2020,65-45-12,24,3.25,,2.125,A/C,RND,116,111,Salesperson8,8322100,D0176214,8682,SAW CUT,
Company-858,6,18,2020,65-45-12,32,3.25,,2.125,A/C,RND,156,169,Salesperson8,2462668,D0176214,9326,SAW CUT,
Company-858,8,6,2020,65-45-12,64,3.25,,2.125,A/C,RND,314,342,Salesperson8,2462668,D0176214,13062,SAW CUT,
Company-228,4,29,2020,65-45-12,24,3.25,,2.5,A/C,RND,139,133,Salesperson8,8322500,D0125149,5539,SAW CUT,
Company-228,6,17,2020,65-45-12,20,3.25,,2.5,A/C,RND,120,111,Salesperson8,8322500,D0125149,9166,SAW CUT,
Company-228,6,24,2020,65-45-12,2,3.25,,2.5,A/C,RND,11,11,Salesperson8,8322500,D0125149,9771,SAW CUT,
Company-228,7,29,2020,65-45-12,24,3.25,,2.5,A/C,RND,140,133,Salesperson8,8322500,D0125149,12320,SAW CUT,
Company-228,5,13,2020,65-45-12,1,3.25,,2.625,A/C,RND,6,6,Salesperson8,389272,389272,6659,SAW CUT,
Company-228,6,1,2020,65-45-12,1,3.25,,2.625,A/C,RND,6,6,Salesperson8,390460,390460,7909,SAW CUT,
Company-858,4,23,2020,65-45-12,25,3.25,,2.75,A/C,RND,160,160,Salesperson8,2462670,D0059030,5121,SAW CUT,
Company-228,5,6,2020,65-45-12,20,3.25,,3.25,A/C,RND,151,147,Salesperson8,8323200,D0312800,6083,SAW CUT,
Company-228,6,24,2020,65-45-12,20,3.25,,3.25,A/C,RND,149,147,Salesperson8,8323200,D0312800,9751,SAW CUT,
Company-1498,4,21,2020,65-45-12,55,3.25,,6.46,A/C,RND,826,587,Salesperson7,386941,386941,4912,SAW CUT,
Company-1498,7,10,2020,65-45-12,55,3.25,,6.46,A/C,RND,820,584,Salesperson7,394208,394208,10909,SAW CUT,
Company-582,4,6,2020,65-45-12,20,3.25,,7.125,A/C,RND,334,246,Salesperson6,385543,385543,3593,SAW CUT,
Company-250,3,18,2020,65-45-12,3,3.25,,16,A/C,RND,111,116,Salesperson8,382564,382564,1788,,
